trip_id,customer_id,driver_id,pickup_datetime,dropoff_datetime,pickup_location,dropoff_location,distance_km,fare_amount,trip_status,created_datetime,updated_datetime
4304,306,23,2025-10-09 09:50:16,2025-10-09 10:14:16,Goodwinfort,Port William,24.27,53.43,Completed,2025-10-09 09:50:16,2025-11-27 09:50:16
4305,213,16,2026-02-21 07:16:53,2026-02-21 07:51:53,North Jamie,Adamstad,30.89,86.6,Completed,2026-02-21 07:16:53,2026-02-25 07:16:53
4306,585,218,2025-10-18 22:08:47,2025-10-18 23:03:47,South Rhonda,Lisamouth,2.26,6.63,Completed,2025-10-18 22:08:47,2025-10-21 22:08:47
4307,744,130,2025-08-26 08:27:13,2025-08-26 09:22:13,Porterborough,Robertport,16.95,38.93,Completed,2025-08-26 08:27:13,2025-10-13 08:27:13
4308,538,246,2025-09-05 01:37:33,2025-09-05 02:00:33,Aaronhaven,Josephberg,29.17,63.79,Completed,2025-09-05 01:37:33,2025-10-17 01:37:33
4309,977,47,2025-12-12 04:34:23,2025-12-12 05:21:23,Port Lucas,Lake Peterfort,17.48,34.82,Cancelled,2025-12-12 04:34:23,2026-02-06 04:34:23
4310,33,162,2025-10-30 23:22:24,2025-10-31 00:10:24,South Garrettside,South Kevin,6.08,14.13,Completed,2025-10-30 23:22:24,2025-12-28 23:22:24
4311,38,67,2026-05-08 15:55:06,2026-05-08 16:42:06,South Christopherfurt,New Sharonhaven,30.74,99.09,Completed,2026-05-08 15:55:06,2026-07-02 15:55:06
4312,754,63,2026-05-02 11:55:13,2026-05-02 12:36:13,Port Ronaldfort,Port Annechester,29.74,48.78,Completed,2026-05-02 11:55:13,2026-06-09 11:55:13
4313,80,21,2026-05-13 18:09:40,2026-05-13 19:02:40,West Heather,Garciachester,26.96,84.9,Completed,2026-05-13 18:09:40,2026-07-01 18:09:40
4314,409,214,2026-07-02 16:35:13,2026-07-02 17:18:13,Serranomouth,East Chris,20.57,55.19,Completed,2026-07-02 16:35:13,2026-07-08 16:35:13
4315,326,129,2026-02-05 08:41:17,2026-02-05 08:51:17,Michellehaven,West Travisview,22.36,64.08,Completed,2026-02-05 08:41:17,2026-03-06 08:41:17
4316,79,80,2025-09-21 12:35:33,2025-09-21 13:30:33,Lake Amytown,East Aaron,37.24,85.79,Completed,2025-09-21 12:35:33,2025-10-22 12:35:33
4317,659,196,2026-05-13 03:06:02,2026-05-13 03:39:02,Masseyfort,Clintonport,17.58,29.64,Completed,2026-05-13 03:06:02,2026-06-15 03:06:02
4318,473,188,2025-09-01 19:47:35,2025-09-01 20:23:35,West Scott,North Alyssa,27.09,55.84,Completed,2025-09-01 19:47:35,2025-09-27 19:47:35
4319,393,141,2025-09-08 13:49:05,2025-09-08 14:36:05,Huynhfort,North Lisamouth,26.39,80.86,Completed,2025-09-08 13:49:05,2025-10-24 13:49:05
4320,137,95,2026-03-17 18:01:50,2026-03-17 18:45:50,Watersfurt,Shawnchester,1.62,3.64,Completed,2026-03-17 18:01:50,2026-04-25 18:01:50
4321,634,18,2026-01-31 00:37:51,2026-01-31 01:19:51,East Patriciashire,Griffinmouth,15.62,39.89,Completed,2026-01-31 00:37:51,2026-02-11 00:37:51
4322,748,47,2026-05-12 20:28:10,2026-05-12 21:17:10,Thomaschester,North Angelafort,10.07,19.77,Completed,2026-05-12 20:28:10,2026-05-24 20:28:10
4323,18,81,2025-09-22 20:55:48,2025-09-22 21:31:48,North Zacharyport,Mooremouth,17.49,36.23,Completed,2025-09-22 20:55:48,2025-10-23 20:55:48
4324,179,235,2025-10-16 17:56:22,2025-10-16 18:44:22,East Wandashire,Lake Taylor,10.44,26.83,Completed,2025-10-16 17:56:22,2025-11-02 17:56:22
4325,91,137,2026-04-18 00:20:59,2026-04-18 00:28:59,Lake Richardhaven,Port Malik,14.83,28.66,Completed,2026-04-18 00:20:59,2026-04-21 00:20:59
4326,250,55,2026-01-13 06:41:21,2026-01-13 07:05:21,Matthewfurt,West Michael,19.9,47.8,Completed,2026-01-13 06:41:21,2026-03-08 06:41:21
4327,513,87,2026-05-05 12:18:03,2026-05-05 12:28:03,Dillonmouth,Virginiastad,10.88,32.28,Completed,2026-05-05 12:18:03,2026-06-04 12:18:03
4328,3,49,2026-01-20 22:28:19,2026-01-20 22:52:19,Walkerfort,Mcdonaldland,34.73,109.58,Completed,2026-01-20 22:28:19,2026-02-06 22:28:19
4329,765,224,2026-05-14 09:56:46,2026-05-14 10:19:46,North Jonathan,North Heather,5.02,16.87,Completed,2026-05-14 09:56:46,2026-07-12 09:56:46
4330,661,58,2025-10-26 04:47:45,2025-10-26 05:38:45,Port Elizabeth,Floresport,9.81,24.61,Completed,2025-10-26 04:47:45,2025-11-01 04:47:45
4331,773,221,2026-03-31 17:43:25,2026-03-31 18:22:25,Danielchester,Woodsbury,36.72,105.16,Completed,2026-03-31 17:43:25,2026-04-20 17:43:25
4332,98,53,2026-01-18 05:22:22,2026-01-18 06:22:22,Garzamouth,South Bruceport,34.72,85.35,Completed,2026-01-18 05:22:22,2026-02-01 05:22:22
4333,9,37,2026-07-10 13:18:48,2026-07-10 13:46:48,Lake Catherine,Jasonland,3.98,11.34,Completed,2026-07-10 13:18:48,2026-08-03 13:18:48
4334,429,198,2026-01-21 04:00:16,2026-01-21 04:17:16,New Carolbury,Lake Bradley,11.43,38.74,Completed,2026-01-21 04:00:16,2026-03-15 04:00:16
4335,959,135,2025-10-18 08:00:50,2025-10-18 08:10:50,West Jessica,Rochaland,14.62,49.73,Completed,2025-10-18 08:00:50,2025-11-11 08:00:50
4336,564,155,2026-06-09 08:36:26,2026-06-09 09:21:26,Evanshaven,Hudsonland,7.54,13.1,Completed,2026-06-09 08:36:26,2026-08-05 08:36:26
4337,592,134,2025-09-03 19:13:36,2025-09-03 19:57:36,Theresaview,New Tonyaberg,32.46,52.45,Completed,2025-09-03 19:13:36,2025-10-30 19:13:36
4338,175,249,2025-10-22 03:17:19,2025-10-22 04:05:19,North Billy,Mistystad,31.95,52.78,No Show,2025-10-22 03:17:19,2025-11-16 03:17:19
4339,909,250,2025-09-07 22:07:57,2025-09-07 22:33:57,Michaelborough,Katherinetown,15.08,38.27,Completed,2025-09-07 22:07:57,2025-10-02 22:07:57
4340,221,138,2026-07-19 08:00:15,2026-07-19 08:34:15,West Tammyberg,Parkerbury,14.46,39.64,Completed,2026-07-19 08:00:15,2026-09-12 08:00:15
4341,781,245,2025-07-30 19:46:55,2025-07-30 19:57:55,Davismouth,South Aaronmouth,23.92,50.76,Completed,2025-07-30 19:46:55,2025-09-04 19:46:55
4342,201,246,2025-10-02 00:45:01,2025-10-02 01:35:01,East Tanner,Port Michaelburgh,30.85,91.46,Completed,2025-10-02 00:45:01,2025-11-24 00:45:01
4343,131,181,2025-11-04 02:20:29,2025-11-04 02:41:29,North Josephstad,North Donaldburgh,34.78,65.32,Completed,2025-11-04 02:20:29,2025-12-27 02:20:29
4344,706,156,2026-03-11 09:58:47,2026-03-11 10:14:47,East Alexandershire,North Tamara,13.16,23.87,Completed,2026-03-11 09:58:47,2026-04-17 09:58:47
4345,782,217,2025-10-12 21:13:45,2025-10-12 21:47:45,Micheleview,North Christopher,30.04,59.61,Completed,2025-10-12 21:13:45,2025-11-19 21:13:45
4346,528,81,2026-03-27 16:51:32,2026-03-27 17:43:32,Lake Kathleen,South William,37.03,68.39,Completed,2026-03-27 16:51:32,2026-05-24 16:51:32
4347,303,186,2026-06-05 03:37:31,2026-06-05 03:54:31,Lake Kathyborough,Mistychester,12.51,43.54,Completed,2026-06-05 03:37:31,2026-06-18 03:37:31
4348,365,93,2026-06-15 17:03:30,2026-06-15 17:23:30,West Amber,Lake Joanberg,4.27,13.94,Completed,2026-06-15 17:03:30,2026-06-19 17:03:30
4349,61,207,2025-08-31 07:33:21,2025-08-31 07:42:21,Robertsonville,New Brandon,13.51,21.32,Completed,2025-08-31 07:33:21,2025-09-01 07:33:21
4350,730,26,2025-09-03 03:00:57,2025-09-03 03:33:57,Port Tanyabury,West Jasmine,18.2,30.5,Completed,2025-09-03 03:00:57,2025-10-13 03:00:57
4351,311,170,2025-08-08 17:18:57,2025-08-08 18:10:57,South Stephanie,West Brandystad,16.88,46.05,Completed,2025-08-08 17:18:57,2025-08-29 17:18:57
4352,443,61,2026-05-20 01:33:37,2026-05-20 02:07:37,Paulmouth,Hendersonshire,16.86,53.59,Completed,2026-05-20 01:33:37,2026-06-09 01:33:37
4353,802,143,2026-06-08 21:48:32,2026-06-08 22:13:32,Davismouth,North Michael,39.53,83.3,Completed,2026-06-08 21:48:32,2026-06-20 21:48:32
4354,962,158,2026-05-19 10:14:15,2026-05-19 10:57:15,Lake Karen,South Misty,24.05,42.87,Completed,2026-05-19 10:14:15,2026-06-27 10:14:15
4355,315,176,2025-11-23 20:23:26,2025-11-23 20:45:26,Jacksonmouth,Lake Jordanborough,14.31,23.04,Completed,2025-11-23 20:23:26,2026-01-02 20:23:26
4356,996,27,2025-12-03 08:56:59,2025-12-03 09:47:59,New Connorborough,Kyleshire,32.34,49.99,Cancelled,2025-12-03 08:56:59,2026-01-20 08:56:59
4357,631,24,2026-05-11 21:09:40,2026-05-11 21:38:40,South Ashleymouth,Benjaminton,39.31,88.88,Completed,2026-05-11 21:09:40,2026-07-08 21:09:40
4358,745,135,2026-01-03 09:02:24,2026-01-03 09:55:24,East Paulhaven,Nicolechester,35.64,114.04,Completed,2026-01-03 09:02:24,2026-01-14 09:02:24
4359,127,104,2025-11-23 11:28:01,2025-11-23 12:15:01,Carriefurt,Maynardton,10.75,33.33,Completed,2025-11-23 11:28:01,2025-12-20 11:28:01
4360,704,22,2025-12-29 18:57:30,2025-12-29 19:54:30,West Christopher,South Barbara,20.63,36.14,Completed,2025-12-29 18:57:30,2026-01-30 18:57:30
4361,666,201,2025-12-27 08:34:15,2025-12-27 09:01:15,Davidmouth,New Todd,37.19,85.69,Completed,2025-12-27 08:34:15,2026-02-05 08:34:15
4362,32,136,2026-04-25 04:27:58,2026-04-25 05:08:58,Grayport,West Keithville,31.38,106.98,Completed,2026-04-25 04:27:58,2026-05-13 04:27:58
4363,89,191,2026-01-18 00:31:44,2026-01-18 01:07:44,West Teresa,North Heidi,23.34,78.53,Completed,2026-01-18 00:31:44,2026-02-10 00:31:44
4364,650,163,2026-04-10 00:58:56,2026-04-10 01:39:56,Port James,Williamschester,9.99,28.21,Cancelled,2026-04-10 00:58:56,2026-05-21 00:58:56
4365,565,161,2025-07-21 15:42:12,2025-07-21 16:09:12,Ericville,Millerburgh,20.2,61.01,Completed,2025-07-21 15:42:12,2025-09-05 15:42:12
4366,984,166,2025-08-08 06:18:20,2025-08-08 06:35:20,West Andrew,North Tyrone,7.16,11.18,Completed,2025-08-08 06:18:20,2025-10-06 06:18:20
4367,506,189,2026-02-01 02:19:14,2026-02-01 03:18:14,Port Megan,West Josephborough,11.43,24.91,Completed,2026-02-01 02:19:14,2026-03-25 02:19:14
4368,149,157,2026-07-18 13:46:43,2026-07-18 14:03:43,West Tiffanyberg,East Juanhaven,22.7,76.69,Completed,2026-07-18 13:46:43,2026-08-06 13:46:43
4369,46,85,2026-01-23 19:28:29,2026-01-23 19:54:29,New Kathy,Martinezland,8.26,24.24,Completed,2026-01-23 19:28:29,2026-02-25 19:28:29
4370,151,234,2025-11-19 05:40:24,2025-11-19 06:36:24,East Kevinmouth,Bradleyland,26.06,75.91,Completed,2025-11-19 05:40:24,2025-12-23 05:40:24
4371,295,142,2025-11-24 14:07:14,2025-11-24 14:37:14,Holmesville,West Benjamin,1.62,3.66,Completed,2025-11-24 14:07:14,2026-01-14 14:07:14
4372,802,92,2026-04-01 06:59:43,2026-04-01 07:57:43,Port Ryan,West Phillip,8.1,12.36,Completed,2026-04-01 06:59:43,2026-05-28 06:59:43
4373,409,178,2026-05-31 19:41:42,2026-05-31 20:16:42,West Holly,Smithfurt,11.28,38.46,Cancelled,2026-05-31 19:41:42,2026-06-22 19:41:42
4374,892,22,2026-02-23 16:35:53,2026-02-23 16:42:53,South Deborah,Newmanberg,29.0,44.85,Completed,2026-02-23 16:35:53,2026-04-11 16:35:53
4375,987,177,2025-12-13 23:10:29,2025-12-13 23:52:29,Ericksonbury,Gregoryfort,20.7,49.09,Completed,2025-12-13 23:10:29,2025-12-16 23:10:29
4376,862,91,2026-05-26 15:59:58,2026-05-26 16:10:58,Carlaville,Lake Mark,36.12,77.96,Completed,2026-05-26 15:59:58,2026-06-04 15:59:58
4377,521,238,2025-12-14 05:18:56,2025-12-14 05:37:56,Knightstad,New Christopher,21.08,52.37,Completed,2025-12-14 05:18:56,2026-01-30 05:18:56
4378,934,158,2025-12-26 15:12:16,2025-12-26 15:41:16,Hartmanview,Brownborough,14.56,42.14,Completed,2025-12-26 15:12:16,2026-01-11 15:12:16
4379,54,107,2025-12-15 04:38:36,2025-12-15 04:47:36,Adkinsfurt,New Austin,9.03,25.45,Completed,2025-12-15 04:38:36,2026-02-10 04:38:36
4380,91,26,2025-10-01 02:33:48,2025-10-01 02:46:48,South Molly,Port Alanhaven,33.89,52.4,Completed,2025-10-01 02:33:48,2025-11-26 02:33:48
4381,287,124,2026-04-06 14:16:11,2026-04-06 14:33:11,Lake Sethside,South Nathanielton,22.68,34.43,Completed,2026-04-06 14:16:11,2026-04-24 14:16:11
4382,82,193,2026-03-17 06:15:14,2026-03-17 07:02:14,South Jennifer,Lake Michelle,30.38,100.41,Completed,2026-03-17 06:15:14,2026-03-18 06:15:14
4383,125,195,2025-11-20 23:17:07,2025-11-20 23:35:07,West Samanthaville,Wolfeburgh,20.85,39.92,Completed,2025-11-20 23:17:07,2025-12-07 23:17:07
4384,784,83,2026-07-07 05:32:10,2026-07-07 06:31:10,Pamelachester,East Michaelmouth,39.8,106.41,Completed,2026-07-07 05:32:10,2026-08-12 05:32:10
4385,316,19,2026-04-10 08:06:21,2026-04-10 08:21:21,New Teresatown,New James,38.08,100.5,Completed,2026-04-10 08:06:21,2026-05-29 08:06:21
4386,749,13,2025-11-14 06:33:08,2025-11-14 06:45:08,Courtneyport,Grantton,11.13,34.7,Cancelled,2025-11-14 06:33:08,2025-11-29 06:33:08
4387,603,92,2025-10-14 04:37:37,2025-10-14 05:01:37,Lake Anthonychester,Lake Joseph,18.18,47.66,Completed,2025-10-14 04:37:37,2025-12-01 04:37:37
4388,840,145,2026-03-01 08:27:48,2026-03-01 08:58:48,South Crystalberg,Copelandmouth,19.5,54.19,Completed,2026-03-01 08:27:48,2026-03-16 08:27:48
4389,9,207,2026-07-14 21:59:30,2026-07-14 22:12:30,East Daltonport,Bondton,26.64,60.94,Completed,2026-07-14 21:59:30,2026-09-08 21:59:30
4390,642,136,2026-02-22 16:57:05,2026-02-22 17:34:05,New Brandon,New Megan,30.61,70.65,Completed,2026-02-22 16:57:05,2026-03-21 16:57:05
4391,677,39,2025-08-15 03:20:31,2025-08-15 04:18:31,South Vickie,Lake Darrylport,32.19,72.75,Completed,2025-08-15 03:20:31,2025-08-26 03:20:31
4392,548,170,2025-12-19 21:07:08,2025-12-19 21:35:08,Port Ashley,Kevinmouth,31.2,105.41,Completed,2025-12-19 21:07:08,2026-02-14 21:07:08
4393,550,231,2026-01-14 13:33:00,2026-01-14 13:48:00,East Johnny,New Benjaminton,21.5,39.33,Completed,2026-01-14 13:33:00,2026-03-04 13:33:00
4394,383,54,2025-12-18 21:51:16,2025-12-18 22:03:16,North Chrisland,Jeffreyland,21.55,38.97,Completed,2025-12-18 21:51:16,2026-02-14 21:51:16
4395,745,77,2026-02-14 16:43:44,2026-02-14 17:20:44,Marshallland,Dawntown,21.06,49.58,Completed,2026-02-14 16:43:44,2026-04-09 16:43:44
4396,508,129,2026-02-20 03:39:34,2026-02-20 04:11:34,New Juan,Danielland,19.91,46.17,Completed,2026-02-20 03:39:34,2026-03-18 03:39:34
4397,492,250,2025-11-16 23:19:59,2025-11-16 23:41:59,New Hollybury,New Courtney,13.63,35.48,Completed,2025-11-16 23:19:59,2025-12-04 23:19:59
4398,343,38,2025-11-14 03:30:57,2025-11-14 04:11:57,Castrofort,North Jacob,13.69,36.27,Completed,2025-11-14 03:30:57,2025-12-07 03:30:57
4399,331,230,2026-03-27 08:41:59,2026-03-27 09:26:59,Khantown,New Joseph,8.83,29.8,Completed,2026-03-27 08:41:59,2026-05-17 08:41:59
4400,946,129,2025-11-30 11:36:34,2025-11-30 12:26:34,South Hayden,Kennedyside,13.86,38.21,Completed,2025-11-30 11:36:34,2026-01-01 11:36:34
4401,284,23,2025-10-18 01:30:26,2025-10-18 01:52:26,Lake Adrianberg,West Daniel,21.96,53.03,Cancelled,2025-10-18 01:30:26,2025-10-23 01:30:26
4402,396,176,2026-03-29 19:42:11,2026-03-29 20:32:11,Knightville,Kelseymouth,25.81,88.82,Completed,2026-03-29 19:42:11,2026-05-28 19:42:11
4403,124,215,2025-09-10 06:39:28,2025-09-10 06:54:28,Lake Zachary,South Marybury,17.71,38.01,Completed,2025-09-10 06:39:28,2025-09-18 06:39:28
4404,264,86,2026-04-23 05:55:04,2026-04-23 06:50:04,Beardburgh,Perryfort,25.07,62.33,Completed,2026-04-23 05:55:04,2026-06-02 05:55:04
4405,786,92,2025-12-26 00:39:07,2025-12-26 01:10:07,Allenville,North Sarahborough,14.87,31.77,Completed,2025-12-26 00:39:07,2026-01-23 00:39:07
4406,452,136,2026-01-28 03:07:01,2026-01-28 03:31:01,New Lauren,South Derekton,35.58,96.88,Completed,2026-01-28 03:07:01,2026-02-13 03:07:01
4407,580,245,2025-10-04 14:12:11,2025-10-04 15:03:11,East Cynthiaside,Lake Karl,1.31,4.08,Completed,2025-10-04 14:12:11,2025-11-21 14:12:11
4408,113,102,2026-02-25 04:32:09,2026-02-25 05:09:09,Brendaborough,Jermaineside,32.91,53.38,Completed,2026-02-25 04:32:09,2026-04-20 04:32:09
4409,590,122,2026-06-12 09:29:42,2026-06-12 09:36:42,Smithstad,East Amanda,4.35,12.93,Completed,2026-06-12 09:29:42,2026-06-22 09:29:42
4410,537,72,2026-01-13 10:30:42,2026-01-13 10:46:42,Lake Trevortown,Millerton,36.96,66.13,Completed,2026-01-13 10:30:42,2026-03-05 10:30:42
4411,615,43,2026-04-25 05:00:37,2026-04-25 05:52:37,North Lindaborough,Davidbury,9.38,28.56,Completed,2026-04-25 05:00:37,2026-05-22 05:00:37
4412,785,66,2025-10-13 21:38:59,2025-10-13 22:18:59,Melindaburgh,Careytown,2.9,7.99,Completed,2025-10-13 21:38:59,2025-11-27 21:38:59
4413,896,130,2026-02-25 20:48:14,2026-02-25 20:56:14,East Josephview,Peterchester,38.24,118.89,Cancelled,2026-02-25 20:48:14,2026-03-15 20:48:14
4414,308,142,2025-12-25 17:28:25,2025-12-25 17:33:25,Port Christopher,Williamchester,31.95,60.48,Completed,2025-12-25 17:28:25,2026-02-17 17:28:25
4415,766,62,2025-12-21 17:56:54,2025-12-21 18:55:54,Lake Paula,North William,14.01,27.16,Completed,2025-12-21 17:56:54,2026-02-16 17:56:54
4416,498,27,2026-05-19 16:02:22,2026-05-19 16:40:22,Jessicabury,Warrenmouth,16.57,57.56,Cancelled,2026-05-19 16:02:22,2026-06-09 16:02:22
4417,354,63,2026-01-16 19:44:37,2026-01-16 20:05:37,Annaland,West Alex,11.63,37.93,Completed,2026-01-16 19:44:37,2026-03-15 19:44:37
4418,497,220,2026-03-27 18:33:04,2026-03-27 19:03:04,Bonniehaven,East Maria,2.6,8.53,Completed,2026-03-27 18:33:04,2026-05-14 18:33:04
4419,142,127,2026-02-01 04:13:15,2026-02-01 05:10:15,Ashleyburgh,Jocelynfurt,39.63,109.62,Completed,2026-02-01 04:13:15,2026-03-14 04:13:15
4420,714,219,2026-01-23 16:18:09,2026-01-23 16:44:09,Lake Robert,Josephfort,30.23,69.23,Completed,2026-01-23 16:18:09,2026-03-04 16:18:09
4421,157,182,2025-08-26 06:21:20,2025-08-26 07:02:20,Millerberg,South Paul,3.46,9.34,Completed,2025-08-26 06:21:20,2025-09-18 06:21:20
4422,700,40,2025-07-22 02:48:09,2025-07-22 03:19:09,Port Karen,Jacksonside,18.33,50.46,Completed,2025-07-22 02:48:09,2025-08-15 02:48:09
4423,901,226,2026-05-17 19:12:21,2026-05-17 20:04:21,Rangelside,East Ambermouth,2.66,9.21,Cancelled,2026-05-17 19:12:21,2026-06-07 19:12:21
4424,859,169,2026-07-19 10:47:45,2026-07-19 11:38:45,South Joditown,Curtishaven,35.56,109.15,Completed,2026-07-19 10:47:45,2026-08-04 10:47:45
4425,349,224,2026-05-15 22:05:38,2026-05-15 23:05:38,New Juliestad,Arnoldfort,1.76,4.39,Completed,2026-05-15 22:05:38,2026-05-24 22:05:38
4426,427,67,2026-01-20 01:13:26,2026-01-20 01:23:26,East Heather,Markfort,36.65,83.29,Completed,2026-01-20 01:13:26,2026-02-28 01:13:26
4427,274,74,2026-02-28 15:18:04,2026-02-28 15:46:04,Port Billy,Davidborough,16.51,45.94,Completed,2026-02-28 15:18:04,2026-03-01 15:18:04
4428,23,213,2026-04-24 11:46:42,2026-04-24 12:19:42,Tarastad,East Robert,22.89,69.9,Completed,2026-04-24 11:46:42,2026-05-16 11:46:42
4429,714,146,2026-03-21 02:44:07,2026-03-21 02:54:07,Tammyberg,Susanborough,26.99,88.73,Cancelled,2026-03-21 02:44:07,2026-04-29 02:44:07
4430,380,18,2026-03-22 00:18:13,2026-03-22 00:55:13,Vazquezton,South Rachelmouth,3.52,8.68,Completed,2026-03-22 00:18:13,2026-05-05 00:18:13
4431,315,155,2026-01-25 04:31:56,2026-01-25 05:20:56,Kennedychester,West Catherinetown,11.82,20.0,Completed,2026-01-25 04:31:56,2026-02-16 04:31:56
4432,283,159,2026-07-12 00:01:06,2026-07-12 00:19:06,Mcclureburgh,Billview,27.22,64.21,Completed,2026-07-12 00:01:06,2026-08-15 00:01:06
4433,800,165,2025-08-05 14:17:16,2025-08-05 15:10:16,Lake Jamesville,North Aaron,27.25,54.2,Completed,2025-08-05 14:17:16,2025-09-11 14:17:16
4434,359,98,2025-12-25 16:57:02,2025-12-25 17:32:02,North Jeremiah,West Sara,11.61,27.75,Completed,2025-12-25 16:57:02,2026-02-01 16:57:02
4435,311,186,2025-10-12 08:37:29,2025-10-12 08:44:29,Darrenborough,East Wendy,19.77,43.95,Completed,2025-10-12 08:37:29,2025-11-23 08:37:29
4436,314,57,2025-10-27 09:13:07,2025-10-27 10:08:07,East Amberchester,Paulshire,28.63,79.51,No Show,2025-10-27 09:13:07,2025-11-24 09:13:07
4437,345,221,2026-05-16 12:59:33,2026-05-16 13:38:33,South Molly,Victoriafort,19.36,48.11,Completed,2026-05-16 12:59:33,2026-06-22 12:59:33
4438,850,150,2025-08-15 14:38:38,2025-08-15 14:54:38,Lake Michaelville,Andersonstad,38.08,112.41,Completed,2025-08-15 14:38:38,2025-09-24 14:38:38
4439,970,244,2026-03-31 01:01:59,2026-03-31 02:00:59,Stevebury,East Chelseyview,36.01,89.08,Completed,2026-03-31 01:01:59,2026-04-20 01:01:59
4440,608,119,2026-06-24 11:30:34,2026-06-24 12:30:34,West Crystalchester,Yuville,5.39,10.35,Completed,2026-06-24 11:30:34,2026-06-28 11:30:34
4441,342,165,2026-03-25 09:44:16,2026-03-25 10:31:16,Port Jasonshire,Lake Dwayne,2.86,4.99,Completed,2026-03-25 09:44:16,2026-04-24 09:44:16
4442,985,68,2026-02-17 09:19:52,2026-02-17 10:18:52,Tracyfurt,Stephensside,9.92,20.59,Completed,2026-02-17 09:19:52,2026-02-22 09:19:52
4443,550,124,2026-06-09 17:47:09,2026-06-09 18:44:09,Lake Aprilville,Fishertown,35.88,72.65,Completed,2026-06-09 17:47:09,2026-07-02 17:47:09
4444,411,66,2026-02-13 18:51:44,2026-02-13 19:19:44,Spencermouth,Brownborough,19.26,48.17,Completed,2026-02-13 18:51:44,2026-03-07 18:51:44
4445,500,80,2026-05-17 14:43:03,2026-05-17 15:05:03,South Jacobland,Maddenfurt,26.28,77.85,Completed,2026-05-17 14:43:03,2026-06-21 14:43:03
4446,220,159,2026-06-04 17:54:41,2026-06-04 18:20:41,East Angelaview,East Peggy,35.15,79.02,Completed,2026-06-04 17:54:41,2026-06-14 17:54:41
4447,990,96,2026-03-11 04:01:20,2026-03-11 04:21:20,Benjaminview,Thomasmouth,34.57,88.94,Completed,2026-03-11 04:01:20,2026-03-13 04:01:20
4448,805,248,2026-06-05 23:42:01,2026-06-06 00:40:01,Olsonstad,Port Davidside,31.23,93.68,Completed,2026-06-05 23:42:01,2026-07-07 23:42:01
4449,371,238,2026-03-30 09:09:02,2026-03-30 10:01:02,Hillstad,East Victorville,24.31,76.96,Completed,2026-03-30 09:09:02,2026-05-11 09:09:02
4450,920,233,2025-11-20 21:31:25,2025-11-20 22:02:25,New Crystal,Port Hollyburgh,16.7,30.24,Completed,2025-11-20 21:31:25,2026-01-18 21:31:25
4451,199,106,2026-04-11 05:37:45,2026-04-11 05:58:45,Patrickside,Perrymouth,25.49,44.23,Completed,2026-04-11 05:37:45,2026-04-25 05:37:45
4452,654,78,2026-05-21 22:00:00,2026-05-21 22:52:00,Port Jasminechester,West Alexa,29.71,91.33,Completed,2026-05-21 22:00:00,2026-06-10 22:00:00
4453,827,152,2025-11-02 12:20:59,2025-11-02 12:26:59,Pamelaville,Morganfurt,19.14,38.34,No Show,2025-11-02 12:20:59,2025-12-01 12:20:59
4454,505,172,2026-02-23 22:06:51,2026-02-23 22:51:51,South Michael,Lake Carriefurt,28.94,58.14,Completed,2026-02-23 22:06:51,2026-04-11 22:06:51
4455,998,75,2026-05-30 07:24:06,2026-05-30 08:20:06,New Barbara,West Kevintown,32.46,93.71,Completed,2026-05-30 07:24:06,2026-06-22 07:24:06
4456,43,133,2026-04-01 11:50:04,2026-04-01 12:40:04,Port Johnfurt,Steventon,13.45,29.32,Completed,2026-04-01 11:50:04,2026-05-03 11:50:04
4457,38,32,2025-08-10 09:36:58,2025-08-10 09:59:58,Kingfort,Justinstad,15.54,47.14,Completed,2025-08-10 09:36:58,2025-08-23 09:36:58
4458,80,118,2025-12-20 12:04:14,2025-12-20 12:47:14,West Eddie,West Scott,33.16,56.42,Completed,2025-12-20 12:04:14,2026-02-02 12:04:14
4459,108,113,2026-07-16 14:40:29,2026-07-16 14:46:29,East Deannaberg,Gonzalesburgh,26.7,42.15,Completed,2026-07-16 14:40:29,2026-08-10 14:40:29
4460,589,9,2025-08-18 07:03:15,2025-08-18 07:37:15,East Brianshire,West Nicholas,23.34,65.17,Completed,2025-08-18 07:03:15,2025-09-15 07:03:15
4461,321,81,2026-07-07 23:48:22,2026-07-08 00:37:22,South Julie,Rogerside,24.3,82.34,Completed,2026-07-07 23:48:22,2026-08-02 23:48:22
4462,374,149,2026-05-24 05:00:15,2026-05-24 05:50:15,Lake Amyton,South Andrea,7.09,21.26,Completed,2026-05-24 05:00:15,2026-06-09 05:00:15
4463,600,109,2026-04-04 05:41:55,2026-04-04 06:28:55,New Travis,West Frederick,22.44,69.18,Completed,2026-04-04 05:41:55,2026-05-18 05:41:55
4464,439,125,2025-10-21 02:41:01,2025-10-21 03:01:01,East Curtisland,Tranport,14.76,27.98,No Show,2025-10-21 02:41:01,2025-11-14 02:41:01
4465,609,105,2025-11-05 00:08:41,2025-11-05 00:56:41,Crystalburgh,Ericberg,32.03,93.09,Completed,2025-11-05 00:08:41,2025-11-09 00:08:41
4466,220,70,2025-07-30 15:12:05,2025-07-30 15:46:05,Watsonmouth,Port Rebeccaview,6.0,15.41,Completed,2025-07-30 15:12:05,2025-08-13 15:12:05
4467,772,50,2025-07-25 00:54:03,2025-07-25 01:13:03,Evanborough,New Lisatown,32.23,101.22,Completed,2025-07-25 00:54:03,2025-07-30 00:54:03
